name,message,love_count,wow_count,haha_count,sad_count,angry_count
"MH17 shot down by Buk missile brought in from Russia, say investigators","BREAKING: Malaysia Airlines Flight 17 was shot down over eastern Ukraine by a BUK missile brought in from Russia, according to a Dutch investigator.",32,1895,45,3184,976
Pepe the Frog designated a hate symbol by ADL,This internet meme has been designated a hate symbol by the Anti-Defamation League,23,76,1032,138,57
California officer fatally shoots African-American man,"A black man has died after police shot him in El Cajon, California, sparking protests in the suburb northeast of San Diego",36,168,69,837,1118
"Kaepernick: Let's make America great again, for the first time",'America has never been great for people of color and that's something that needs to be addressed.',375,13,68,10,254
This Muslim woman will appear in Playboy in a hijab,The decision has both elicited praise and provoked condemnation,53,102,220,12,132
Chelsea Clinton: Trump's infidelity comment a 'distraction',Chelsea Clinton says Donald J. Trump's threat to bring up her father's marital infidelities during a presidential debate is a 'distraction from his inability to talk about what's actually at stake in this election.',2843,92,1145,24,177
"South Carolina school shooting: At least two children wounded, official says","JUST IN: At least two children were shot at a South Carolina elementary school, EMS official says. The shooter is “believed” to be in custody.",20,445,17,3931,2744
Eric Trump praises dad's 'courage' in not bringing up Bill Clinton's infidelities,'I think that took a lot of courage in so many regards.' Eric Trump praised his father Donald J. Trump for not bringing up Bill Clinton's extramarital affairs,126,181,3102,49,1249
Study: Racial bias might start as early as preschool,"Teachers in this study appeared to be expecting more challenging behaviors from the black children, especially the black boys.",8,38,22,183,176
Restaurant turns Kaepernick jersey into mat,'I kept looking around and asking myself 'are they for real?'',530,288,1759,137,1391
Gary Johnson struggles to name a world leader he respects,"Gary Johnson, struggling to answer the question, offered: 'I guess I'm having an Aleppo moment ... '",22,147,486,39,33
Gary Johnson struggles to name a world leader he respects,'I guess I'm having an Aleppo moment ... the former president of Mexico.',7,156,391,24,26
Donald Trump is angry at allies saying he lost debate,"Donald J. Trump's message was 'not subtle' during a conference call with surrogates, one source said.",39,26,1508,10,67
Obama: Why I won't say 'Islamic terrorism',"'My son gave his life for acts of terrorism.' During the #ObamaTownHall, a Gold Star mother asked President Obama why he refuses to say 'Islamic' terrorism.",852,29,142,9,125
US warns Samsung washing machine owners after explosion reports,"First the Galaxy Note 7, now this. One woman's washer 'exploded with such ferocity that it penetrated the interior wall of her garage,' according to court filings.",38,2129,983,103,99
www.cnn.com,Meet the self-described housewife fighting ISIS.,184,140,17,7,16
Lawsuit alleges Trump wanted to replace unattractive female employees,"Donald J. Trump wanted to fire female employees he considered unattractive and replace them with better-looking women at a golf resort he owned, according to court documents from a 2012 lawsuit",63,882,1532,188,3324
Chipotle to pay 16-year-old nearly $8 million for 'outrageous' sexual assault,"'Chipotle wanted to couch it as a relationship, but the jury was clear you cannot have a sexual relationship with a 16-year-old child,” said the victim’s lawyer",30,414,35,38,373
Home Depot pulls Scary Peeper Creeper from some of it stores after complaints,Some people think the prank prop sold at The Home Depot took it too far,16,47,386,7,17
Child care now costs more than in-state college tuition,"The average cost of full-time daycare has reached more than $9,500 a year",35,2020,67,480,1846
Report: Trump violated law by doing business in Cuba,"Donald J. Trump's hotel executives visited Cuba in 1998 to talk to officials about doing business, raising the possibility that his company violated US law, the report claims",70,768,1329,24,417
"Lawmakers grill Well Fargo CEO, say it's a 'criminal enterprise' like Enron",“Your VP made $125 million bonus package… who is paying for it? Who’s taking responsibility for it? Don’t come and tell me you’re sorry” — Rep. Gregory Meeks,73,129,44,16,363
"Prince William, Kate Middleton snubbed by Canadian indigenous leader",The grand chief said he meant no disrespect and wanted to raise awareness of the poverty and social issues faced by indigenous communities across Canada,39,22,14,8,33
Paul Ryan: 'I'm tired of divided government. It doesn't work very well',"Speaker Paul Ryan called for a 'unified Republican government' behind Donald J. Trump, warning of the perils of cutting deals with Hillary Clinton if she wins.",97,110,1217,55,886
Lady Gaga to perform at Super Bowl halftime show,"Here comes the applause, applause, applause for Lady Gaga.",712,42,42,11,138
USA Today urges voters to oppose Trump,USA Today's editorial board is taking sides in a presidential race for the first time -- but it's asking voters to oppose Donald J. Trump rather than backing a candidate.,979,134,559,13,227
Howard Stern says Trump backed Iraq War in 2002,Donald J. Trump has denied this claim despite a show recording of him offering at least measured backing.,72,150,869,7,66
Why is China buying up the global supply of donkeys?,Why China is buying donkeys from all over the world,19,189,91,114,437
www.cnn.com,World leaders are attending funeral ceremony of late Israeli leader Shimon Peres.,51,7,6,69,6
Why do police shoot to kill?,"From Ferguson and North Charleston to Tulsa and Charlotte, fatal police shootings seem to be happening with alarming regularity. Why did the police have to kill these people?",14,24,8,87,151
"Child suicide attempts on the rise in besieged Syrian town, group warns","'The children are psychologically crushed and tired. When we do activities like singing with them, they don't react at all.'",20,51,11,6469,557
Charlotte girl speaks out about emotional plea to city council on police shootings,"'I'm going to continue to speak out,' 9-year-old Zianna Oliphant said.",183,13,36,370,31
Wells Fargo to pay $24 million to settle allegations it mistreated members of US military,"Wells Fargo illegally repossessed 413 servicemembers' cars, including one from an Army National Guardsman who said the bank seized his car while he was preparing to deploy to Afghanistan.",65,730,46,82,1840
Female chess players protest wearing hijab at Iran world championship,"'If the venue of the championship is not changed, I will not be participating.'Female chess players are protesting the next world championship, which will be held in Iran, where players are forced to wear head scarves.",416,161,108,26,100
School counselor talks student out of shooting others,He walked into school with a gun. She talked him out of it using it.,1780,686,9,18,8
Wells Fargo made me work overtime -- without extra pay,"'I lost my home and was forced to go on welfare and food stamps for almost a year.” Wells Fargo's notorious pressure-cooker culture forced some hourly employees to work late without overtime pay, former workers say.",12,205,24,62,723
Wells Fargo illegally seizes soldier's car: 'I just think it sucks',This soldier was preparing to go to Afghanistan when he found out Wells Fargo  repossessed his car,18,294,21,113,1472
Debate commission: Trump had audio 'issues',"'Regarding the first debate, there were issues regarding Donald J. Trump's audio that affected the sound level in the debate hall,' the commission said in a statement.",35,53,1112,14,193
Governor signs bill stemming from Brock Turner case,California's governor signed legislation that mandates prison sentences for people who sexually assault unconscious or intoxicated victims.,1352,121,14,14,40
"Tweeting overnight, Trump digs in on controversy","Donald J. Trump's tweeting spree began around 3 a.m., targeting 'made up lies' in the media and also a former beauty queen.",27,58,530,25,239
DNA clears man serving life for murder,He'd already served more than two decades in prison.,193,1566,24,4047,639
